type	sen
【爱情语句】	 ?我挺缺爱的，所以我特别喜欢那种粘人的人，吃饭睡觉会告诉我，好听的歌会分享给我，出去玩会拍照发给我，时不时会给我打电话，说甜甜的话逗我开心，不开心会告诉我，也会在好久不见之后，给我一个大大的拥抱。
【爱情语句】	 ?你长大了，你需要的，是一个能够保护你爱护你的人，而不是一个只知道让你付出和难过的人。
【爱情语句】	 ?如果你给我的，也同样给了别人，那我宁愿不要。得不到不可怕，守不住才是个笑话。
【爱情语句】	 ?没有哪段感情是在浪费时间，如果它没有给你想要的，那它教会了你什么是你不想要的。
【爱情语句】	 ?希望从今以后，大起或大落，都是你跟我。
【爱情语句】	 ?我这一生只有两个愿望，一个是在你身边，另一个你在身边。
【爱情语句】	 ?我的前半生都是流浪，自从遇见你，如鹿归林，如舟靠岸。
【爱情语句】	 ?你做我的盖世英雄，那我就做给你盖被子的小盆友吧。
【爱情语句】	 ?不是我喜欢的样子你都有，而是你所有的样子我都喜欢。
【爱情语句】	 ?人间无趣，幸甚有你，尽我所能，爱你所有。欢喜是你，喜欢是你，往后余生，全是你。
【爱情语句】	 ?如果全世界都对你恶语相加，那么我对你说上一世情话。
【爱情语句】	 ?你的眼睛很漂亮，但我希望你的眼睛里那个人永远是我啦。
【爱情语句】	 ?我喜欢你，认真且怂，从一而终。
【爱情语句】	 ?报告一下，我变心了，今天的我比昨天更喜欢你了。
【爱情语句】	 ?一张嘴就是你的名字，一闭眼就是你的样子。
【爱情语句】	 ?想把世界上最好的都给你，却发现世界上最好的就是你。
【爱情语句】	 ?世界上你或许不是最优秀的人，但我爱上你的时候，你就是我全世界的唯一。
【爱情语句】	 ?你就像落满灰尘的房间里，突然洒进来的一束阳光。
【爱情语句】	 ?你是我赴汤蹈火都不肯放下的执着。
【爱情语句】	 ?因为是你所以天南海北都顺路，酸甜苦辣都爱吃。
【爱情语句】	 ?你是我褪去新鲜感任仍然心动的人。
【爱情语句】	 不做玫瑰，要做你心上野草，一点点湿意便肆意疯长。
【爱情语句】	 别忧伤，别忧伤，这伟大的爱情，也有小小的荒唐。别怕忧伤，别怕忧伤，因这爱情小小的荒唐，我们，才会成长。
【爱情语句】	 果有一天，我们结婚了，我只希望，那是因为爱情。我想和你走到最后，相濡以沫，携手终身。我怀着这样的想法和你在一起，为了到花甲之年依然有句我爱你。
【爱情语句】	 一场烟雨，一场相思，记忆中的你，只是魂魄，你的躯体依然在古代的南国小镇，假如剪一段雨中的故事能与你相遇，那么她宁愿剪下这段苦涩的相思雨花。
【爱情语句】	 如果，爱一个人，守一份爱情，可以在早春一起去踏青，可以在盛夏一起去赏荷，可以在浅秋一起去观月，可以在深冬一起去寻梅，不厌倦，却欢乐，不平凡，却平淡。那么，此生便无憾了。
【爱情语句】	" 一，流星，就象一场只有开花没有结果的爱情，美在刹那间，回忆一辈子。
二，都说花儿是有生命的植物，花开的声音只有痴情的人儿懂。那么，当花瓣离开花枝的时候，请不要踩踏它，那散落满地的岂止仅仅只是花瓣，更是一颗破碎的心。
三，活着，总会有不期而遇的温暖，和突然而至的感动。象久旱逢甘霖，象却后又余生，温馨而感动。若真有那么一天，请你毫不犹豫地登上心情的和谐号，开始好心情之谊吧。
四，谎言与誓言的区别在于，一个是听者当真了，一个是说者当真了。如果两个人都当真了，幸福也就当真了。
五，爱情的告白中，告白的一方如果是行云流水，娓娓动听，不是老司机也是个玩家;告白的一方如果惊慌失措，语无伦次，我就知道他爱你。当然，首要条件是不装逼格。"
【爱情语句】	" 1、我希望有这么一个人，给我波澜不惊的爱情，陪我看世界的风景，许我一世的欢颜。
2、有那么一天，我们一起起床刷牙买早餐，一起逛超市买菜吃饭，一起出门遛狗散步去海边，每天早晨醒来阳光与你同在，就是我想要的未来。
3、总有一个人会改变自己，放下底线来纵容你，不是天生好脾气，只是怕失去你。
4、认识你真好，好的进一步是错误，退一步是遗憾。就在这一步之间，我真的希望时间永恒，空间永恒，一切永恒。
5、如果你能解释为什么会喜欢一个人，那么这就不是爱情，真正的爱情没有原因，你爱他，并不知道为什么。我们要的爱情，一个你，一颗心，一心一意，一辈子。如此而已。"
【爱情语句】	 生只要两次幸运便好，一次遇到你，一次走到底，往后余生，风雪是你，平淡是你，清贫是你，荣华是你，心底温柔是你，目光所至也是你。
【爱情语句】	 爱情，爱情，不过是爱自作多情。
【爱情语句】	 ?发一个60秒的语音，前55秒不说话，最后5秒说我喜欢你，能听到的都是真爱。
【爱情语句】	 ?我想成为你最喜欢见到和最不舍得说再见的那个人。
【爱情语句】	 ?不管你心里藏着什么，你就守着你的秘密，我来守护你。
【爱情语句】	 ?适可而止的放弃至少不会输得太狼狈。
【爱情语句】	 ?我知道我不完美，但能给的我都给。
【爱情语句】	 ?我不喜欢你了，只是还习惯在人群中找的你身影，习惯看着你的背影发呆，习惯跟别人问你的近况。
【爱情语句】	 ?我喜欢听那种在一起就能走到结婚的故事，却活在了这个上了床都不会有结果的时代。
【爱情语句】	 ?先走的人流再多泪，也没权利说后悔。
【爱情语句】	 ?除了钱，只有你能让我如此动心了。
【爱情语句】	 ?老老实实喜欢你，不羡慕别人，不计较太多，在喜欢你的每一个日子里被你喜欢，就这样挺好的。
【爱情语句】	 ?喜欢是急着确定关系，爱是等自己有能力给她一个家。
【爱情语句】	 ?我听说，喜鹊喝多了可乐会变成乌鸦，欢迎光临说多了会变成谢谢惠顾，你的猫咪太爱你会变成兔子。还有，听说人会因为太害羞把想说的话藏在句首。
【爱情语句】	 ?不是突然好想你，而是常常想着你。
【爱情语句】	 ?爱很简单三分喜欢七分珍惜。
【爱情语句】	 ?如果你想了解我，就直接靠近我的生活，慢慢观察，不要去打听，我害怕原本你是在意且感兴趣的，而恰巧若你问到一个不了解我的人，跟你描述了一个不是我的我，你就对我敬而远之了。
【爱情语句】	 ?要么就不要开始，一旦开始了，就不要轻易跟我说结束。
【爱情语句】	 ?你失落，我鼓励你。你难过，我安慰你。你孤单，我陪伴你。我知道我不是你的那个他，我只想你的那个他出现之前，你会过得更好，直到他出现在你身边照顾你。
【爱情语句】	 ?女生最爱说反话，可是男生每次都信了。
【爱情语句】	 ?喜欢就是这样，怕你知道，又怕你不知道。
【爱情语句】	 ?别以为分手后去你空间或微博看了两眼，就以为人家还忘不了你还在乎你，上完厕所还得回头看一眼马桶呢。
【爱情语句】	 ?治的了你脾气的是你爱的人，受的了你脾气的是爱你的人。
【爱情语句】	 ?晚风吹散酒坛的余香，我记得你所有的模样。
【爱情语句】	 ?我太了解她了，只要她还肯和我说话，无论她放多狠的话，都是在等着我去哄她而已。
【爱情语句】	 ?就不主动找你，我要酷到爆炸。
【爱情语句】	 ?我觉得这世界有很多美好的东西，夏天的冰镇西瓜，朋友带来的外卖西冷，初中小卖部里香蕉味的面包，妈咪购物车里的黑巧克力，货架上各种口味的果冻，以及我最爱吃的棒棒糖，可是我最喜欢的还是你呀，我愿意拿所有的好吃的去换去换一个我最喜欢的你。
【爱情语句】	 ?很多事不能等，一等，也许就沧海变桑田，徒留无尽的遗憾。
【爱情语句】	 ?实在放不下就继续喜欢吧，也许你会感动他，也许你会累到放手。
【爱情语句】	 ?那时喜欢上你，并不是你长的好不好看的原因，而是你在特殊的时间里给了我别人给不了的感觉，嗯，就是这样!
【爱情语句】	 ?我也想深夜大醉一场，借酒醉问问你近况，聊聊我们过去，讲讲我有多爱你。
【爱情语句】	 ?你喝你的清茶，我尝我的烈酒，从此你我殊途，一生不再相遇。
【爱情语句】	 ?曾经以为，这样的一见如故，会是我今生最美丽的相遇;曾经以为，这样的一诺相许，会是我素色年华里最永恒的风景;曾经以为，这样的心心相印，会是我无怨无悔的追逐。却不知，繁华有时，落寞有时。
【爱情语句】	 ?诺不轻信，故人不负我，诺不轻许，故我不负人。
【爱情语句】	 ?从前没有情人节，却有很多情书;从前的车马很远，书信很慢，一生只够爱一个人。
【爱情语句】	 ?遇见你，是我来到这个世界上，最美丽的一件事。
【爱情语句】	 ?这个世界上总有那么一个人，是你的念想，是你的温暖。
【爱情语句】	 ?你说暮色醉人，我就陪你等黄昏日落，你说清醒容易孤独，我就陪你酩酊大醉，你说黑夜太难熬，我就陪你日夜颠倒。
【爱情语句】	 ?你轻叹世事无常缘分太少只够红袖添香，我不甘陌路相忘偏要誓死不放两败俱伤。
【爱情语句】	 ?愿多年之后的你依旧笑靥如花，轻描淡写把过往和我只当笑话。
【爱情语句】	 ?红尘陌上，独自行走，绿萝拂过衣襟，青云打湿诺言。山和水可以两两相忘，日与月可以毫无瓜葛。那时候，只一个人的浮世清欢，一个人的细水长流。
【爱情语句】	 ?微微一笑倾了心，奈何一笑动了情。
【爱情语句】	 ?对一个人最好的就是放下，无论再想念也不会去打扰，就算我们没能走到最后，我也不会心存遗憾，你有你的苦辣酸甜，我有我的喜怒哀乐，如果我们不曾相遇，就没有那些美好记忆，既然相遇的时间不足以让我们为彼此停留，那就祝今后的我们，披着各自的骄傲，互不打扰。
【爱情语句】	 生命，就是一场修行，以一朵花的姿态行走，低眉，只为爱的人，抬头，便会看到广阔的天空和阳光，打开心窗，让灵魂沁入馨香，心中有暖，无论走多远的路，都不会疲惫，无论经历过怎样的际遇，都不会寒冷。以一袭婉约清丽的绽放，不媚不俗，自顾自美丽。
【爱情语句】	 ?或许，今生的遇见是命中注定的久别重逢，不然你的微笑，为何总会无缘由的浮现?如果能有那么一个人，在你的生命中打下了印记，在曾经的岁月里，你是他的唯一，即便，你的喜怒，早已无关他的悲欢，若想起时，还是会有温暖，感谢漫长的岁月里，我们能够相遇。
【爱情语句】	 ?就算终有一散，也别辜负相遇。好好相遇，好好告别。
【爱情语句】	 ?生活，更多的时候是沉默和坚持，我们都是彼此的旁观者，你有你的桥要渡，我有我的路要走，可总有一处风景，我们都想要抵达，总有一个地方，让你牵念，总有一份爱，值得你去收藏，路过的，不一定都会遗失在路上，岁月温婉，见与不见，何止想念。
【爱情语句】	 ?有时候，就想安静一下，不想与谁诉说，也不愿让烦恼路过心。时光的魅力，就在于唤醒心底最纯美的情愫，一个人的角落，也会温暖倾城。喜欢简约质朴，不必盼着一场花事，也不用期望握住谁的手，只要干净自然的守着一颗心。
【爱情语句】	 ?人的一生，都有一些说不出的秘密，挽不回的遗憾，触不到的梦想，忘不了的爱。
【爱情语句】	 ?光阴里，我们都是赶路的人。有时候，会顶着风冒着雪，有时候，也会观赏到明亮和干净的朝阳。每走一步，都会留下痕迹，偶尔，也会在温暖的光线里微醉，也会在喧嚣的世界里，努力的寻找自己。
【爱情语句】	 ?我一直以为山是水的故事，云是风的故事，你是我的故事，可是却不知道，我是不是你的故事。
【爱情语句】	 ?她以为自己只是离开了一个转身的距离，没想到却是一片恣肆的海。
【爱情语句】	 你是我隐匿多年，不愿提笔书写的往事，平生吻过山岚，那一场细水也只肯为你长流。
【爱情语句】	 ?眼睛有两只，但所见之人唯有你。
【爱情语句】	 ?我就想踏踏实实找个人一起生活，我喜欢他，他喜欢我，没有保留，没有隐瞒，没有不开心，性格不合适可以磨合，习惯不一样可以适应，只要都有一颗想一直走下去的决心就好。
【爱情语句】	 ?边走边爱，反正人山人海。
【伤感语句】	 外表的华丽，只是为了掩饰内心的痛苦而已。
【伤感语句】	 爱笑的人也是把委屈磨难藏得最深的人。
【伤感语句】	 给他酒又不能太多，醉了就不知道酒的滋味。
【伤感语句】	 雪莉走了，我很忧伤，她如一个用雪堆出的美人，终究不能长久，雪曝光在美光灯下，消融得极迅速，雪化了，却留给世界无尽的遗憾与怀想。
【伤感语句】	 捆绑自己三年的记忆，刹那间想不起任何画面……
【伤感语句】	 ?越活越冷清，不指望谁做我的救星。
【伤感语句】	 ?我们在各自的世界相安无事。
【伤感语句】	 ?时光不会倒着走我也不要再回头。
【伤感语句】	 ?你从不拒绝我，又不叫我离开，也不让我留下来。
【伤感语句】	 ?胸怀也许真的就是用委屈撑大的。
【伤感语句】	 ?听书人笑了，说书人哭了。
【伤感语句】	 ?你是我的万劫不复也是我的义无反顾。
【伤感语句】	 ?有些伤疤会被记忆所掩藏，但它终会刻在记忆的年轮中，某时某刻的想起，突然发现，有些事情还是无法去面对它。
【伤感语句】	 ?心上的伤，只有自己最疼;难言的痛，只有自己最懂。其实，很多心事，不必说给每个人听。
【伤感语句】	 ?倒啤酒时上面总有一层泡沫，看似庞大，但抿一口全是空气，你给的感情也是。
【伤感语句】	 ?最怕的感觉是，他伸出手要握住你的手，你小心翼翼的终于确定了他是真的喜欢你，才敢伸出手去握住他的手，他却收回了手嘲笑你这个好骗的傻子。
【伤感语句】	 ?你没见过我在洗澡时因为你发消息给我我擦擦手秒回的样子，你没见过我在很困的时候仍然硬撑着和你说我等你睡了再睡的样子，你没见过我因为你不喜欢什么东西我去努力改的样子，你没见过我每天没事就抱着手机等你回消息的样子，你没见过，所以你不知道珍惜。
【伤感语句】	 ?八十难我都渡过了，最后一难却是你。
【伤感语句】	 ?可惜我还没有遍历山河，值得的人已经不值得。
【伤感语句】	 ?你说无论我变成什么样子都不会离开我，于是我摘下面具却看到了落荒而逃的你。
【伤感语句】	 ?多少怦然心动，到最后变成泛泛之交。
【伤感语句】	 ?谢谢你，让我喜欢过你。
【伤感语句】	 ?他生若夏花，爱若寒冬，终是等不到春来的时刻。
【伤感语句】	 ?最糟糕的感觉，就是不知道该等待还是放弃。
【伤感语句】	 ?有些人忘记了，输入法还没忘。
【伤感语句】	 ?我曾练习过无数次的若无其事，到最后都无济于事。
【伤感语句】	 ?有些心事，无处倾诉，只能一个人清除。有些委屈，没有人理解，只能一个人忍受。我们每个人都有不能言说的委屈，都有不能倾诉的心事。
【伤感语句】	 ?原来成年人的感情，是不追问，是不解释，是心照不宣，是突然走散，是自然消减，是一种冰冷的默契。
【伤感语句】	 ?我爱过你，不后悔，不重来。
【伤感语句】	 ?任何一种，需要你花尽心思去讨好的感情，都不会撑的太久。
【伤感语句】	 ?以后你遇到的人，都是心里装着别人的人，没有人会再用全部去爱你。
【伤感语句】	 ?有些事，在一次次的失望中就想通了。
【伤感语句】	 ?我们说了那么久的天长地久，陪你走到最后的始终不是我。
【伤感语句】	 ?风雨是你，来得无息，走得彻底。
【伤感语句】	 ?感受到一点甜就要挨一刀的日子，我不要了。
【伤感语句】	 ?许多得不到的，只能先假装不喜欢。
【伤感语句】	 ?天，越来越冷，年，越来越近，心，茫然不安，一年又一年从指间悄然流失，增长的只有年龄，不知从何时开始，过年不再是一种渴望和喜悦。
【伤感语句】	 ?一哄就好的人，活该受尽委屈。
【伤感语句】	 ?在我心上用力地开一枪，让一切归零在这声巨响。
【伤感语句】	 ?现在的我和你就像上海的南京路，南京的上海路，毫无关系。
【伤感语句】	 ?费劲心思想和你聊天的样子，我自己都烦。
【伤感语句】	 ?还是很想主动联系你，可热情这东西，毕竟很脆弱，被忽略了几次后，就不愿再提起来了。
【伤感语句】	 ?你终于相信生命中会出现这样一个人就算不顾一切，就算倾其所有，就算万死不辞，你也无法和他走到最后。
【伤感语句】	 ?你们有没有遇见过这样一个人啊，明明是他先闯进你的世界，却在你日渐上心的时候扬长而去，留你一个人在日后漫长的岁月里，一边等待一边凋零，你永远都记得最初的温暖，可是那个来过你世界的人好像再也没打算回来。
【伤感语句】	 ?别人喜欢你我可以阻挡，可是你喜欢别人，我该怎么办。
【伤感语句】	 ?最最讨厌的事情就是，他很长一段时间都忽略你，然后又突然开始和你说话，开始关心你好像什么事情也没有发生过一样。
【伤感语句】	 ?不是回不去了，而是都过去了，和那个阶段的你说再见。不会忘了你，你曾是我生命里重要的一部分，只是，都结束了，我们该好好道别。
【伤感语句】	 ?我终于熬过那段，看谁都像你，看什么都想你，听的歌全是关于你的日子。很庆幸，我终于可以顺利得不问归期，不再联系，不用等你。
【伤感语句】	 ?人和人之间是不能生分的，生了一分，剩下的七八分都会跟着走只有小孩子才会问你为什么不理我，而成年人都是默契的离开。
【伤感语句】	 ?最怕你在我看不见的地方陪着别人。
【伤感语句】	 ?努力去忘记，去填满没有你的时间和生活，却怎么努力也填满不了，那颗没资格再爱你的心。
【伤感语句】	 ?决定把你还回人海的时候，我就没想过还能在找到你。
【伤感语句】	 ?敷衍表示谎言已经开始，冷淡表示感情即将结束。沉默就是答案，躲闪就是答案，不再主动就是答案，其实，你早就该明白。
【伤感语句】	 ?你要多久才能明白，你跟这个人已经没有以后了。
【伤感语句】	 ?年少时不要遇见太惊艳的人，误终身。
【伤感语句】	 把备注从亲昵改为全名是有多失望。
【伤感语句】	 总想留下什么寄给曾经，却发现除了记忆，早已一无所有。
【伤感语句】	 竹之云，愿作繁盛中杂草，乱世中丛生。
【伤感语句】	 ?别等我变坏了，你才心疼我，别等我走了，才想起我，别等我变了，你才说你喜欢原来的我。
【伤感语句】	 ?像失望和委屈，这种东西没必要解释。
【伤感语句】	 ?你说我会遇到比你更好的人，但其实是你想遇到比我更好的人吧。
【伤感语句】	 ?喜欢用凉水洗头所以总是头疼，喜欢吃零食烧烤冰淇淋所以总胃疼，喜欢熬夜熬到很晚所以近视总是很严重，喜欢你到无可救药所以你才不珍惜，是不是所有的喜欢都要付出代价。
【伤感语句】	 ?有时候，没有下一次，没有机会重来，没有暂停继续。有时候，错过了现在，就永远永远的没机会了。
【伤感语句】	 ?我主动来找你，是因为我太喜欢你，我已经不主动找你，因为你每一句回复都敷衍得那么不走心，不是不喜欢你了，只是不敢再那样喜欢了。
【伤感语句】	 ?真正放弃一个人是无声无息，不会把他拉入黑名单，不会删掉他得电话，看到他过得好可以毫不羡慕地点赞，即便路上碰见他可以给一个恰当的笑，只是我心里清楚，我们不会再熟络地聊天到深夜，不会因为你矫情到阴晴不定，当初那么喜欢，那么释然。这段路，只能陪你到这了，因为后面的路有人陪了。
【伤感语句】	 ?当关心和陪伴变成打扰，孤独就是救赎。
【伤感语句】	 ?别喝酒，别一个人夜里吹冷风，也别再来找我。
【伤感语句】	 ?今天她结婚，我请假，开了一天一夜的车到她家附近，车队来了，她穿婚纱的样子真好看，和我想象的不差，像公主一样，跟在车队后面一个多小时，都听到了外面敲锣打鼓的声音，手机收到一条信息“别送了，我到了，对不起”一刹那在车里哭的像个孩子……
【伤感语句】	 ?我没有等你，我只是没办法喜欢上别人。
【伤感语句】	 ?那些痛不欲生撕心裂肺的日子都只能自己咬着牙慢慢熬出来。
【伤感语句】	 ?她以前不爱啤酒不爱烟的味道，后来她把酒当水喝烟不离手，她以前抹着嫩粉的唇彩，后来她爱上了烈焰红唇，她以前穿着校服就是清纯模样，后来她开始化妆，她以前受伤总会在朋友面前委屈落泪，后来她说她一切无所谓，不过喝酒撒疯重新开始，她变了最初模样，只因一个他。
【伤感语句】	 ?爱你的这些个日头足够心酸，也不怕辛苦，只顾得带着一腔愚勇，不知是感动自己还是恶心你，一再死撑走到这里，可是失望总会攒够，心也会凉，以后不会再期待也不再去依靠，你走了就走了，我也不等了。
【伤感语句】	 ?对你的喜欢就像七八岁时的英雄梦，不可一世又不堪一击。
【伤感语句】	 ?说好永远的，不知怎么就散了。最后自己想来想去，竟然也搞不清楚当初是什么原因把彼此分开的。然后，你忽然醒悟，感情原来是这么脆弱的。经得起风雨，却经不起平凡……
【伤感语句】	 ?有时候会突然变得脆弱，突然就不快乐，突然就被回忆里的某个细节揪住，突然就会陷入深深的沉默，不想说话。
【伤感语句】	 ?后来我的英雄为另一个女孩征战杀场血溅四方。
【伤感语句】	 ?抽烟的人永远闻不到自己身上的烟味，就像被爱的人永远不知道，爱你的人有多辛苦。
【伤感语句】	 ?原谅我曾经像猫一样的缠着你，也许你永远也不会明白，我以后再也不会打搅你了。
【伤感语句】	 ?原来那个女孩子在我的心里面流下了一滴眼泪，我完全可以感受到当时她是多么地伤心……
【伤感语句】	 ?不知道少了什么，总感觉没有从前快乐。
【伤感语句】	 ?远去的故事，远离的人，谁也不是谁的主角，谁也不是谁的谁。
【伤感语句】	 ?你码了一大堆热情洋溢的字，却换来敷衍的一个表情或嗯、噢、哈，他把忙说得云淡风轻，寒意却排山倒海朝你去，你兴高采烈地捧起自己的全世界给他，但他的世界里却从来没有安排过你。
【伤感语句】	 ?努力，不是为了要感动谁，也不是要做给哪个人看，而是要让自己，随时有能力跳出自己厌恶的圈子，并拥有选择的权利，用自己喜欢的方式过一生。
【伤感语句】	 ?面对着世界的残酷，我哭过痛过也绝望过，但最终我选择笑着过。
【伤感语句】	 ?总有失望，总有失败，总要走下去。
【伤感语句】	 ?你脸上云淡风轻，谁也不知道你的牙咬得多紧。你笑得没心没肺，没人知道你哭起来只能无声落泪。你必须非常努力，才能让人觉得你毫不费力。度过一段自己都能感动的日子。之后，你想要的岁月统统会还给你——给正在奋斗的你
【伤感语句】	 ?熬那些很苦的日子一点都不难，因为我知道它会变好。
【伤感语句】	 不要在命运需要你逆风飞翔时选择随风而去。
【伤感语句】	 ?要知道，有些路只能一个人走，你以为那些跨不过去的坎儿，一回头，可能就已经跨过去了;你以为等不来的阳光，一回头，才发现，已经度过了漫漫长夜。
【伤感语句】	 ?世界上最幸福的事之一，莫过于经过一番努力后，所有东西正慢慢变成你想要的样子。
【伤感语句】	 懒，可以毁掉一个人;勤，可以成就一个人。不要等到夕阳西下的时候，才对自己说：想当初、如果、要是……之类的话。你这辈子不为别人，只为做一个连自己都羡慕的人!
【伤感语句】	 ?人真的忙起来的时候，表情就是酷的，没有太多情绪，没有儿女情长。如果觉得苦，就要让自己忙。
【伤感语句】	 ?再怎么风尘仆仆，终究也是我的路。
【伤感语句】	 ?我们都行走于黑暗之中，要学会去点亮自己的灯火。
【伤感语句】	 ?难过这个东西，难是难，但终究会过。
【伤感语句】	 ?用你的笑容去改变这个世界，别让这个世界改变了你的笑容。
【伤感语句】	 ?生活不会按照你想要的方式进行，它会给你一段时间，让你孤独，迷惘又沉默忧郁，但如果靠这段时间跟自己独处，多看一本书，去做可以做的事，放下过去的人等你度过低潮，那些独处的时光必定能照亮你，也是这些不堪陪你成熟，所以，现在没那么糟，看似生活对你的亏欠，其实都是祝愿。
【伤感语句】	 ?人生就像舞台，不到谢幕，永远不会知道自己有多精彩。
【伤感语句】	 ?不是每件事都注定会成功，但是每件事都值得一试。
【伤感语句】	 ?或许多年后再见，各自安静地生活数年，在某个人潮拥挤的街头透过公车的玻璃突然看见你，想让司机马上停车，想用力拍打窗户来吸引你的注意，想从车上跳下来，想奔跑，想大喊大叫，把整个阻隔在你我之间的世界撕裂，呼吸急促，面额潮红，在激烈的想象中把自己感动地快哭了，而事实却是一动不动安静地看着你远去;我知道我只能陪你走这一段路。
【伤感语句】	 ?后来一意孤勇，无畏死生。
【伤感语句】	 ?有时候你会特别渴望找个人谈一谈，但是到最后你会发现，有些事是不能告诉别人的，有些事是不必告诉别人的，有些事是根本没办法用言语告诉别人的，有些事情是即使告诉了别人也理解不了的，所以你要学着长大，慢慢把满腹委屈埋在心里，然后做个波澜不惊的人，或许那就是孤独。
【伤感语句】	 ?为了一个人放弃所有，到最后一无所有。
【伤感语句】	 ?我应该感谢背叛，它教会我不该善良。
【伤感语句】	 ?长大真的很没意思，连快乐都裹着一层苦。
【伤感语句】	 ?我没有再打扰他，他也没有再想起我。
【伤感语句】	 ?我总喜欢把自己推到绝路上，比如删掉有关他的一切，逼着自己忘记，然后抱头痛哭。
【伤感语句】	 ?曾经的神伤，曾经的惆怅，曾经的痴迷，曾经的疯狂，每一个跳动的音符还在眼前，每一曲悠扬的旋律还在耳畔，我庆幸，我拥有过这一切;我悲伤，我又失去了这一切。
【伤感语句】	 ?有一种感觉叫学会;有一种后悔叫心碎，时间一天一天的过去，累计一点一点的心痛，直到无法承受，心已死去，我才会发现：爱有多深，痛就有多浓。
【伤感语句】	 ?我们都在练习微笑，好把自己变成不敢哭的人，一个人，也习惯假装坚强，在人前欢笑，在人后凄凉。
【伤感语句】	 ?想要忘记一个人的办法只有两种，时间和新欢，你选择了新欢，而我选择了时间。
【伤感语句】	 ?喜欢你是真的，回不了头也是真的。
【伤感语句】	 ?我好像只是偶尔被需要，从来没有很重要。
【伤感语句】	 ?人和人终究是不同的，有人风雨中送来的晚餐，却不及某人一句随手的晚安。
【伤感语句】	 ?其实很想念曾经，关于那些人、那些事，不是说忘掉就能忘掉。想念我们曾经肆无忌惮的笑。想念我们曾经的喜怒哀乐。想念我们曾经天真的誓言。想念我们曾经一切的一切。只是，如今我已释怀。谁都不会是谁的谁。谁也不会一辈子陪在谁的身边。我只希望我们都好好的。好好的笑，好好的过，好好的一辈子。
【伤感语句】	 ?在我哭着笑时，请一定不要过来，因为在你笑着离开的时候，我的笑就真的不再存在。
【伤感语句】	 ?深爱之人藏心不挂嘴，久念之人在梦不在眼。
【伤感语句】	 ?其实我脸皮还能厚一次，但我不愿意了。
【伤感语句】	 ?一个人可以佯装一切，却无法佯装幸福。
【伤感语句】	 ?如果没有遇见，岁月的记忆也不会成为流泪的借口，安静的世界也不会成为孤独的理由，梦也不会在夜里落下思念的疼痛。如果没有遇见，深夜的文字不会忧伤，岑寂的岁月不会孤独，流年的故事不会有结局，梦里也不会悲伤逆流成河。
【伤感语句】	 ?当所有热情都耗尽时，请问你是谁?
【伤感语句】	 很难遇见像你一样的人，也不希望再遇见了。
【伤感语句】	 人生如戏，戏人生，半醉半醒过半生，醉生梦死……
【伤感语句】	 ?后来也就不说话了，只是越发喜欢把事情放在心里慢慢发酵想着总会熬过去的。
【伤感语句】	 ?没人在乎你怎样在深夜痛哭，也没人在乎你转辗反侧的要熬几个秋，外人只看结果，自己独撑过程。
【伤感语句】	 ?风也走了泪也干了酒也尽了该说放弃了。
【伤感语句】	 ?你夸我百毒不侵，但是你知不知道万箭穿心以后什么都不怕了。
【伤感语句】	 ?我一次次的释怀，却换来你一次次的欺骗。
【伤感语句】	 ?曾经的我一身傲骨出现在你的世界里，如今的我一身狼狈消失在你的世界里。
【伤感语句】	 ?那些「自以为」原来都是我的「误以为」。
【伤感语句】	 ?终于有一天，曾经令我感动的再也不能让我流泪，曾经令我心动的再也不能让我动容，曾经令我愤怒的再也不能激怒我，曾经令我悲伤的再也不能让我哭泣。我终于明白，岁月让我成长了些什么，而我又失去了什么。
【伤感语句】	 ?提着酒瓶摇摇晃晃，笑着摔倒哭着推开所有人的手，我要怎么告诉你我过得很好。
【伤感语句】	 ?你嘲笑着她，嘲笑她身为一个女子，却吸烟喝酒，不能洁身自好，可你却不知，她曾经也是琴棋书画，她曾经也厌恶烟酒脏话，她曾经也拥有未来，只不过是因为一个不值得的男人罢了。
【伤感语句】	 ?太多曾沾沾自喜誓必珍惜的情谊都败给时光的腐朽和自以为是的长久。
【伤感语句】	 ?我可以假装不知道一直微笑扮演你的配角。
【伤感语句】	 ?后来我们各奔东西，一句“有空常联系”成了我们这段感情的墓志铭。
【伤感语句】	 ?我记得关于你的所有事情，就是老记不住你不喜欢我。
【伤感语句】	 ?老人拿着手机去店里维修，工作人员告诉他手机并没有坏，老人突然哭着说：那为什么我的孩子们不给我打电话。
【伤感语句】	 ?我以为，我只是失去了你，原来，我还丢失了我自己。
【伤感语句】	 ?有时候我觉得自己好像什么都有，有时候回头看看自己其实一无所有……
【伤感语句】	 ?我嫌她是话唠，2小时不在我的消息就99+，很烦人。后来她走了，为了听到叮咚的声音我加了好多群，每次听到叮咚就觉得她还在。
【伤感语句】	 ?大风把烈酒吹醒，方知当初所拥有的美好全是梦。
【伤感语句】	 ?得不到的爱人终归是风，强留千百次也终究会走。
【伤感语句】	 ?四下无人的街，你留我一个人流浪。
【伤感语句】	 ?你掐灭了烟吐出最后一个眼圈，我隐约听见你哽咽的说还想回到从前。
【伤感语句】	 ?你只道我放手放得潇洒，却不知这潇洒背后多少心酸苦楚。
【伤感语句】	 ?我不想和别人拥抱，因为那里没有你的心跳。
【伤感语句】	 ?失去比得不到更可怕，因为多了一个过程叫曾经拥有。
